time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,timestamp,Symbol
1279324800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-17,ETH
1279411200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-18,ETH
1279497600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-19,ETH
1279584000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-20,ETH
1279670400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-21,ETH
1279756800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-22,ETH
1279843200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-23,ETH
1279929600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-24,ETH
1280016000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-25,ETH
1280102400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-26,ETH
1280188800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-27,ETH
1280275200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-28,ETH
1280361600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-29,ETH
1280448000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-30,ETH
1280534400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-07-31,ETH
1280620800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-01,ETH
1280707200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-02,ETH
1280793600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-03,ETH
1280880000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-04,ETH
1280966400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-05,ETH
1281052800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-06,ETH
1281139200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-07,ETH
1281225600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-08,ETH
1281312000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-09,ETH
1281398400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-10,ETH
1281484800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-11,ETH
1281571200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-12,ETH
1281657600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-13,ETH
1281744000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-14,ETH
1281830400,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-15,ETH
1281916800,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-16,ETH
1282003200,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-17,ETH
1282089600,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-18,ETH
1282176000,0.0,0.0,0.0,0.0,0.0,0.0,direct,,2010-08-19,ETH
